reading_order,batch,sample_id,swap_from,swap_to,clause_replaced_to,caption_distractor,q1_grammatical,q2_asserts_swap_to,q3_not_still_true,notes
241,3,sushi:noisy\05\0000001,noisy,positive-and-negative spike,"In addition, the signal frequently shows positive and negative spikes.","The trajectory is known for its exponential escalation, leading to a sharp increase at the culmination. In addition, the signal frequently shows positive and negative spikes.",y,y,n,noisy→±spike with NO magnitude: 'frequently shows positive and negative spikes' — frequent bidirectional excursions is close to a description of noise itself; can't cleanly tell the classes apart
242,3,sushi:n_spike\03\0000004,negative spike,step,Signal has considerable step changes.,"The trend reproduces a concave curve, initially rising and falling. Signal has considerable step changes.",y,y,y,"Signal has considerable step changes' — missing article, telegraphic but readable"
243,3,sushi:step\01\0000003,step,negative spike,"Additionally, the signal is laced with considerable amounts of negative spikes.","The trend is escalating at a persistent and steady speed. Additionally, the signal is laced with considerable amounts of negative spikes.",y,y,y,considerable amounts of negative spikes' slightly awkward quantifier; steps-vs-spikes still distinct — ok
244,3,sushi:noisy\06\0000002,noisy,positive spike,"Also, the signal is filled with sizable positive spikes.","The flow shows a decreasing inverse exponential enhancement, characterised by a steep plunge at the finish. Also, the signal is filled with sizable positive spikes.",y,y,y,noisy→positive spike with magnitude ('sizable') — kept y
245,3,sushi:n_spike\03\0000004,negative spike,smooth,Minor noise is in the smooth signal.,"The trend reproduces a concave curve, initially rising and falling. Minor noise is in the smooth signal.",y,y,y,
246,3,sushi:pn_spike\02\0000009,positive-and-negative spike,noisy,"Equally importantly, the signal is characterised by intermittent and considerable noise.","The decrease is consistent in the trend. Equally importantly, the signal is characterised by intermittent and considerable noise.",y,y,n,intermittent and considerable noise' plausibly describes ±spikes — not clearly false
247,3,sushi:pn_spike\24\0000002,positive-and-negative spike,negative spike,"Additionally, the signal is laced with considerable amounts of negative spikes.","The signal, comparable to a triangular wave, illustrates a uniform pattern. Additionally, the signal is laced with considerable amounts of negative spikes.",y,y,n,±spike truth: considerable negative spikes genuinely present — claim still true (subset)
248,3,sushi:smooth\04\0000006,smooth,positive spike,"Frequent positive spikes of significant magnitude are in the signal, moreover.","The line decreases and increases, like a convex curve. Frequent positive spikes of significant magnitude are in the signal, moreover.",y,y,y,
249,3,sushi:p_spike\23\0000001,positive spike,smooth,Minor noise is often observed in the primarily smooth signal.,"Replicated at regular intervals, the signal shows a rhythmic pattern similar to an inverse sawtooth wave. Minor noise is often observed in the primarily smooth signal.",y,y,y,
250,3,sushi:pn_spike\01\0000004,positive-and-negative spike,step,Intermittent large step changes occur in the signal.,The course is demonstrating a steady linear climb. Intermittent large step changes occur in the signal.,y,y,y,
251,3,sushi:p_spike\03\0000002,positive spike,noisy,"A significant amount of noise is interspersed within the signal, in addition.","The movement follows a concave curve, just like a quadratic function, initially rising and then dropping. A significant amount of noise is interspersed within the signal, in addition.",y,y,n,"interspersed' = scattered noise — plausibly describes sporadic large positive spikes; non-pervasive, not clearly false"
252,3,sushi:smooth\21\0000002,smooth,positive-and-negative spike,"Besides, the signal contains sporadic large positive and negative spikes.","A periodic pattern, similar to a square wave, is what the signal shows. Besides, the signal contains sporadic large positive and negative spikes.",y,y,y,
253,3,sushi:pn_spike\05\0000004,positive-and-negative spike,negative spike,"Besides, the signal is spotted with considerable amounts of negative spikes.","The course shows exponential undulation, with a sharp conclusion rise. Besides, the signal is spotted with considerable amounts of negative spikes.",y,y,n,±spike truth: considerable negative spikes genuinely present — claim still true (subset). q1: 'spotted with considerable amounts of' slightly awkward
254,3,sushi:pn_spike\23\0000001,positive-and-negative spike,positive spike,"Furthermore, the signal is sporadically interrupted by large positive spikes throughout.","The signal shows a rhythmic tendency similar to an inverse sawtooth wave. Furthermore, the signal is sporadically interrupted by large positive spikes throughout.",y,y,n,±spike truth: large positive spikes genuinely present — claim still true (subset); 'sporadically...throughout' also mildly contradictory
255,3,sushi:n_spike\24\0000004,negative spike,smooth,"Overall, the signal is smooth, with only minor interference and spikes.","The signal, analogous to a triangular wave, reveals a periodically repeating pattern. Overall, the signal is smooth, with only minor interference and spikes.",y,y,y,only minor interference and spikes' concedes spikes but magnitude ('only minor') contradicts large negative spikes — kept y
256,3,sushi:n_spike\05\0000000,negative spike,noisy,The signal has high levels of noise.,"The trend is defined by exponential progression, culminating in a sharp upturn at the end. The signal has high levels of noise.",y,y,n,has high levels of noise' — magnitude but no pervasiveness cue; recurring large negative spikes could read as high noise levels — not cleanly distinguishable
257,3,sushi:smooth\10\0000005,smooth,step,Large step changes are in the signal.,"Comparable to an inverted sigmoid curve, the direction illustrates a decreasing trend, its descent decelerating, approaching a value. Large step changes are in the signal.",y,y,y,
258,3,sushi:pn_spike\04\0000003,positive-and-negative spike,negative spike,"Besides, the signal is spotted with considerable amounts of negative spikes.","Like a convex curve, the direction initially decreases and increases. Besides, the signal is spotted with considerable amounts of negative spikes.",y,y,n,±spike truth: considerable negative spikes genuinely present — claim still true (subset)
259,3,sushi:pn_spike\08\0000007,positive-and-negative spike,positive spike,"Notably, the signal is characterised by large positive spikes at various points.","Escalating inverse exponential decay is making the trend near saturation. Notably, the signal is characterised by large positive spikes at various points.",y,y,n,±spike truth: large positive spikes at various points genuinely present — claim still true (subset)
260,3,sushi:n_spike\11\0000008,negative spike,smooth,Minor interruptions remain in the smooth signal.,"The pathway follows the curve of a positive cubic function, initially escalating, then declining in the middle, and finally escalating once more. This results in a mirrored S-shape that's been rotated by 90 degrees. Minor interruptions remain in the smooth signal.",y,y,y,
261,3,sushi:step\05\0000005,step,noisy,"Besides, the signal is frequently tainted by considerable noise.","The progression is typified by exponential expansion, concluding with a significant surge towards the end. Besides, the signal is frequently tainted by considerable noise.",y,y,y,
262,3,sushi:p_spike\23\0000001,positive spike,positive-and-negative spike,"In addition, the signal frequently shows positive and negative spikes.","Replicated at regular intervals, the signal shows a rhythmic pattern similar to an inverse sawtooth wave. In addition, the signal frequently shows positive and negative spikes.",y,y,y,p_spike→±spike: claims negative spikes which truth lacks — false despite no magnitude; ok
